Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,116,5316,9/30/2020,Veronica Castillo,Totonicapan,San Cristobal Totonicapan,0-500-42116-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,425,7076,7/29/2020,Manuel Leon,Totonicapan,San Cristobal Totonicapan,1-66634-574-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,744,6968,12/22/2020,Sandra Lopez,Solola,San Pedro La Laguna,1-152-67989-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,715,1362,2/4/2020,Simon Vargas,Retalhuleu,Champerico,0-86095-344-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,973,3131,11/29/2020,Estela Flores,Jutiapa,El Progreso,1-77704-886-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,154,3240,8/6/2020,Ruth Chavez,Suchitepequez,San Antonio Suchitepequez,1-940987-65-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,497,1231,11/3/2020,Adriana Flores,Baja Verapaz,Rabinal,0-620-96941-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,271,7030,2/21/2020,Alfredo Chavez,Quiche,Uspantan,1-4269-3438-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,344,6447,7/7/2020,Emilio Chavez,Jutiapa,Agua Blanca,0-9841584-2-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,895,6781,3/18/2020,Samuel Alvarez,Jalapa,Mataquescuintla,1-297-49723-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,115,3677,12/4/2020,Cecilia Silva,Izabal,Puerto Barrios,0-7811-7683-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,326,5580,2/5/2020,angela Guerrero,Baja Verapaz,Rabinal,0-00-641592-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,435,5124,5/22/2020,Teresa Ponce,Totonicapan,Momostenango,0-931584-17-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,321,1258,5/8/2020,Adrian Castillo,Sacatepequez,Antigua Guatemala,0-585-87971-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,452,1702,7/4/2020,Emilio Romero,Retalhuleu,Retalhuleu,1-275-75521-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,992,6875,9/3/2020,Salvador Rodriguez,Quetzaltenango,Cantel,1-01-082220-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,252,6823,10/19/2020,Claudia Navarro,Chimaltenango,Patzun,1-377-19104-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,966,1361,1/27/2020,Laura Cabrera,Quetzaltenango,San Carlos Sija,0-275-41306-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,969,2177,2/21/2020,Roberto Ramirez,Suchitepequez,Patulul,1-05-316471-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,854,6371,6/6/2020,Elena Vargas,Totonicapan,Totonicapan,0-560-55850-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,888,5354,7/2/2020,Marcela Flores,Retalhuleu,Champerico,0-18-498696-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,639,5681,7/23/2020,Natalia Castro,Santa Rosa,Cuilapa,1-181-45013-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,613,3082,11/1/2020,Javier Paredes,Retalhuleu,Nuevo San Carlos,1-234-97047-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,947,7206,1/20/2020,Ricardo Vega,Suchitepequez,Mazatenango,0-613-97932-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,831,5133,11/18/2020,Vicente Castro,Totonicapan,Totonicapan,1-64201-577-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,364,5139,8/31/2020,Pablo Vega,Jalapa,Monjas,0-935497-96-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,293,1812,9/27/2020,Monica Romero,Sacatepequez,Pastores,0-915730-58-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,960,3617,7/1/2020,Ismael Medina,Peten,Poptun,0-253-52450-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,392,2850,3/22/2020,Ruth Leon,Baja Verapaz,Purulha,0-634-05786-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,997,6227,12/31/2020,Maria Flores,Solola,Solola,1-58398-953-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,898,5706,1/24/2020,Ines Pacheco,Totonicapan,Momostenango,1-394-59943-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,857,5646,12/10/2020,Veronica Vargas,Escuintla,Escuintla,1-79444-387-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,534,1848,6/15/2020,Simon Martinez,Izabal,Los Amates,0-09-296029-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,148,1425,8/12/2020,Antonio Aguilar,San Marcos,Sibinal,0-634-06746-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,759,4881,3/24/2020,Vicente Sanchez,Totonicapan,Totonicapan,1-9731-8106-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,846,2840,8/22/2020,Pilar Rojas,Huehuetenango,Huehuetenango,0-694-31735-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,640,6692,8/3/2020,Pilar Flores,El Progreso,San Antonio La Paz,0-535-90575-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,449,2115,6/19/2020,Samuel Sanchez,Alta Verapaz,Santa Cruz Verapaz,0-8177-3786-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,935,4024,6/19/2020,Diego Ponce,Jalapa,Jalapa,1-932726-59-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,737,3142,10/21/2020,Elena Leon,Alta Verapaz,Santa Cruz Verapaz,0-15-207613-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,980,1088,3/11/2020,Margarita Gonzalez,Santa Rosa,Oratorio,0-948914-98-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,845,2972,2/17/2020,Antonio Castillo,Huehuetenango,La Democracia,0-668-85024-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,306,7745,1/21/2020,Samuel Fernandez,Quetzaltenango,Quetzaltenango,1-287-42587-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,234,1835,2/27/2020,Raul Sanchez,Alta Verapaz,Tucuru,0-18-816316-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,902,7014,7/28/2020,Adrian Rivera,Huehuetenango,La Democracia,1-80428-640-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,924,1282,11/22/2020,Sergio Rodriguez,Suchitepequez,Patulul,0-7589-7151-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,723,2500,11/28/2020,Lucia Campos,Jalapa,Monjas,0-7655-5904-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,424,5711,2/14/2020,Arturo Romero,Santa Rosa,Santa Maria Ixhuatan,1-80430-938-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,142,924,4/25/2020,Luis Vazquez,Quiche,Uspantan,1-05-567833-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,969,4802,9/20/2020,Ismael Aguilar,Zacapa,Teculutan,1-5330-0714-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,242,3179,11/5/2020,Andrea Cruz,Chimaltenango,Tecpan Guatemala,1-303-01754-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,184,6018,4/1/2020,Pilar Cortes,Solola,San Juan La Laguna,1-71242-613-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,985,998,1/24/2020,Gabriel Fernandez,Baja Verapaz,Salama,0-05-666691-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,438,5064,12/3/2020,Antonio Guerrero,Suchitepequez,Mazatenango,1-239-48548-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,608,1816,11/22/2020,Teresa Gomez,Santa Rosa,Cuilapa,1-03-051439-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,550,2189,11/7/2020,Gabriela Reyes,Alta Verapaz,Santa Cruz Verapaz,1-69446-096-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,510,6897,8/16/2020,Silvia Reyes,Retalhuleu,San Felipe,1-65431-326-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,499,2086,9/12/2020,Sebastian Salazar,Suchitepequez,Patulul,0-653-90333-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,369,6178,5/19/2020,Mario Garcia,Zacapa,La Union,0-8209-1165-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,137,4470,3/10/2020,Maria Navarro,Jalapa,San Luis Jilotepeque,0-672-15627-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,965,6136,1/28/2020,Luisa Romero,Guatemala,San Miguel Petapa,0-11-082664-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,994,3248,2/27/2020,Lucia Torres,Alta Verapaz,Tactic,0-7216-6265-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,400,6101,3/9/2020,Laura Navarro,Guatemala,Villa Nueva,0-12-164563-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,334,969,10/4/2020,Raquel Rojas,Solola,Panajachel,0-470-20108-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,537,688,9/24/2020,Hugo Reyes,Huehuetenango,Huehuetenango,0-335-38169-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,190,1478,6/27/2020,Fernando Cabrera,Quetzaltenango,Salcaja,0-14-743517-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,814,6207,6/1/2020,Francisco Rodriguez,Baja Verapaz,Purulha,1-221-27950-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,110,5085,1/27/2020,Esteban Cruz,Suchitepequez,Patulul,1-83906-340-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,653,1487,7/21/2020,Ismael Cruz,Guatemala,San Miguel Petapa,0-368-21557-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,137,851,2/5/2020,Ismael Navarro,Santa Rosa,Oratorio,0-485-69276-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,876,5901,11/10/2020,Carlos Vega,Zacapa,Gualan,0-9920869-7-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,811,2930,1/24/2020,Francisco Vargas,El Progreso,San Antonio La Paz,1-291-89515-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,531,3443,8/9/2020,Lorena Vazquez,Suchitepequez,Chicacao,0-921540-68-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,330,6562,2/9/2020,Laura Vega,Quetzaltenango,Olintepeque,0-09-106688-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,524,978,9/24/2020,Marcelo Ibarra,Huehuetenango,San Juan Atitan,0-573-22601-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,182,1426,7/17/2020,Hugo Hernandez,Totonicapan,San Andres Xecul,1-161-74067-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,788,6795,3/27/2020,Jose Espinoza,Chimaltenango,Comalapa,0-581-36176-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,309,6550,1/15/2020,Luis Cortes,Alta Verapaz,San Cristabal Verapaz,1-316-92640-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,741,5236,7/16/2020,Rosa Morales,Baja Verapaz,Cubulco,1-122-60107-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,857,1868,2/21/2020,Silvia Torres,Huehuetenango,La Democracia,1-71681-306-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,280,4608,7/8/2020,Oscar Campos,Peten,Santa Elena,0-403-03752-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,823,4716,9/14/2020,Hugo Perez,Retalhuleu,Retalhuleu,0-614-14989-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,691,1364,9/23/2020,Sergio Garcia,Quiche,Santo Tomas Chichicastenango,0-907699-07-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,168,3742,9/6/2020,Vicente Perez,Retalhuleu,Retalhuleu,0-230-23666-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,681,7951,1/21/2020,Antonio Cruz,Izabal,Livingston,0-329-48730-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,448,1383,9/30/2020,Esperanza Diaz,Jutiapa,Agua Blanca,1-56105-893-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,100,4277,11/15/2020,Diego Ortiz,Escuintla,Tiquisate,0-10-617970-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,619,1805,11/21/2020,Natalia Cabrera,Jutiapa,El Progreso,0-16-953266-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,795,6573,2/3/2020,Pedro Velasquez,Alta Verapaz,Coban,0-441-42136-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,598,1477,5/21/2020,Ruth Chavez,Zacapa,Teculutan,1-55608-167-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,962,4501,8/19/2020,Sergio Silva,Jalapa,Mataquescuintla,0-496-19523-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,983,3030,4/26/2020,Mario Medina,San Marcos,Sibinal,1-74507-523-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,578,2485,12/23/2020,Marcelo Chavez,San Marcos,Sibinal,1-908039-71-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,750,7330,9/12/2020,Julio Vazquez,Jalapa,Monjas,0-7431-9103-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,988,5674,8/14/2020,Rosario Gomez,Santa Rosa,Santa Maria Ixhuatan,1-08-206683-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,580,1170,10/22/2020,Esperanza Aguilar,Jalapa,Mataquescuintla,1-365-77378-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,251,1214,8/23/2020,Hugo Vargas,Alta Verapaz,Tactic,1-4279-2682-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,999,1635,5/14/2020,Patricia Romero,Huehuetenango,La Democracia,1-4742-9226-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,290,4988,10/3/2020,angela Jimenez,Izabal,Puerto Barrios,1-292-60416-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,456,5375,8/5/2020,Juana Alvarez,Chimaltenango,Comalapa,1-80476-345-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,681,4976,7/13/2020,angela Jimenez,Retalhuleu,San Sebastian,1-313-68985-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,758,1699,3/23/2020,Alonso Torres,Quiche,Santa Cruz del Quiche,0-8367-7083-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,908,5278,3/2/2020,Gustavo Cabrera,Quetzaltenango,Quetzaltenango,1-4741-2818-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,369,6544,7/12/2020,Gabriela Martinez,Guatemala,Guatemala City,1-81480-454-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,697,5918,7/31/2020,Hugo Navarro,San Marcos,Concepcion Tutuapa,0-376-23267-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,377,1833,4/26/2020,Veronica Cruz,Retalhuleu,Champerico,1-7380804-5-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,354,4186,8/27/2020,Carlos Castillo,Huehuetenango,San Juan Atitan,1-5108-6175-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,129,1747,9/2/2020,Jose Morales,Suchitepequez,Patulul,0-05-919937-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,991,2551,7/20/2020,Fernando Romero,El Progreso,San Antonio La Paz,0-430-06073-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,179,1307,6/17/2020,Francisco Guerrero,Quetzaltenango,Quetzaltenango,1-5011-3070-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,167,5217,8/24/2020,Laura Cortes,Suchitepequez,Patulul,1-965057-64-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,651,7059,1/20/2020,Juan Leon,Huehuetenango,San Juan Atitan,0-7256-5013-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,517,1291,7/20/2020,Daniel Fernandez,Peten,Poptun,0-8115-4416-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,685,3198,12/25/2020,Isabel Molina,Sacatepequez,Ciudad Vieja,0-476-18337-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,318,5206,9/28/2020,Rosa Mendoza,Guatemala,Villa Nueva,0-620-70646-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,761,1103,12/11/2020,Pablo Romero,Huehuetenango,Huehuetenango,0-18-386758-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,436,3097,11/18/2020,Hugo Mendoza,Escuintla,Santa Lucia Cotzumalguapa,0-324-80289-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,486,4355,9/23/2020,Diego Castillo,El Progreso,San Agustin Acasaguastlan,0-907736-84-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,917,1151,11/30/2020,Marcela Soto,Santa Rosa,Santa Maria Ixhuatan,1-80513-153-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,484,1652,5/27/2020,Yolanda Lopez,Guatemala,Villa Nueva,0-357-26531-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,163,4219,2/28/2020,Teresa Ramirez,Quetzaltenango,Olintepeque,1-5161-4005-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,578,5397,7/1/2020,Diego Aguilar,Izabal,Los Amates,1-997213-05-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,713,7630,12/4/2020,Ana Campos,Baja Verapaz,San Jeronimo,1-57751-150-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,733,4018,11/1/2020,Esteban Alvarez,San Marcos,San Marcos,1-245-11499-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,179,503,8/24/2020,Julia Alvarez,Escuintla,Palin,1-138-32518-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,642,2443,7/7/2020,Oscar Morales,Peten,San Benito,0-557-88557-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,784,6478,8/18/2020,Estela Molina,Solola,Solola,0-652-39281-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,781,1798,5/15/2020,Juan Aguilar,Santa Rosa,Santa Maria Ixhuatan,0-904392-85-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,310,2063,8/8/2020,Sandra Ramos,Quetzaltenango,San Carlos Sija,0-500-89673-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,876,5031,6/12/2020,Luis Paredes,Alta Verapaz,San Cristabal Verapaz,1-9831-9206-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,184,7026,11/15/2020,Carolina Morales,Jutiapa,Agua Blanca,1-74237-723-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,491,5174,7/8/2020,Josefa Perez,Solola,Solola,0-7106-3622-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,678,6902,12/11/2020,Lucia Rivera,Izabal,Los Amates,1-349-53528-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,912,3390,7/22/2020,Raquel Diaz,Chimaltenango,Comalapa,0-87411-316-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,587,6245,11/2/2020,Juana Sanchez,Chiquimula,Concepcion Las Minas,1-330-83270-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,479,7737,10/17/2020,Esperanza Cruz,Jutiapa,El Progreso,1-909107-09-3
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,138,1258,3/2/2020,Gabriela Medina,Jutiapa,Agua Blanca,0-626-15909-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,262,6631,7/19/2020,Raul Torres,Sacatepequez,Ciudad Vieja,0-08-546042-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,190,7254,7/11/2020,Luis Ponce,El Progreso,Morazan,0-7485-7020-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,234,1522,12/12/2020,Tomas Vega,Baja Verapaz,Purulha,1-05-413542-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,186,4430,11/7/2020,Teresa Pacheco,Santa Rosa,Barberena,0-387-20473-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,1000,5215,8/3/2020,Juan Vargas,Alta Verapaz,Santa Cruz Verapaz,0-485-66709-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,363,4049,12/10/2020,Ignacio Vargas,Baja Verapaz,Salama,0-914296-72-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,458,6913,8/14/2020,Yolanda Cortes,El Progreso,Morazan,1-370-98630-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,706,3821,2/24/2020,Luz Alvarez,Zacapa,La Union,1-250-45505-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,755,3883,10/3/2020,Gabriel Lopez,San Marcos,Tejutla,1-890845-73-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,826,4305,9/30/2020,Margarita Vega,Retalhuleu,Nuevo San Carlos,1-03-580999-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,381,3382,11/22/2020,Andres Hernandez,Retalhuleu,Champerico,0-405-56048-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,561,6196,6/25/2020,Luz Salazar,Izabal,El Estor,0-218-41542-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,884,3366,12/23/2020,Carolina Cabrera,Baja Verapaz,Cubulco,1-04-519075-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,776,4810,6/7/2020,Alonso Martinez,Jalapa,San Luis Jilotepeque,0-11-916732-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,433,7817,11/30/2020,Pilar Cruz,Jalapa,San Pedro Pinula,0-01-648454-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,669,5642,11/11/2020,Diana Aguilar,Chiquimula,Esquipulas,1-154-04242-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,704,7020,12/3/2020,Juana Reyes,Peten,Flores,0-585-66294-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,103,4590,3/12/2020,Javier Morales,Retalhuleu,Champerico,1-186-49475-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,750,5023,7/8/2020,Mariana Rivera,Zacapa,Zacapa,1-56949-057-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,313,2107,2/21/2020,Ana Navarro,Sacatepequez,Pastores,1-05-653517-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,307,4699,2/3/2020,Cecilia Aguilar,Santa Rosa,Cuilapa,1-241-00857-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,616,3634,1/27/2020,Rafael Leon,Jalapa,Monjas,1-389-93825-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,452,2515,12/14/2020,Roberto Paredes,Chimaltenango,Patzun,1-08-580164-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,646,2138,2/2/2020,Simon Pacheco,San Marcos,Tejutla,1-08-977121-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,246,4627,3/9/2020,Gloria Espinoza,San Marcos,Sibinal,1-80317-334-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,180,3452,10/11/2020,Ignacio Gonzalez,El Progreso,Sanarate,1-4128-8173-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,291,617,11/3/2020,Emilio Sanchez,Chimaltenango,San Martin Jilotepeque,1-5382-8950-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,948,2274,10/11/2020,Alonso Reyes,Izabal,Livingston,0-19-725801-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,630,1241,2/12/2020,Alfredo Morales,Suchitepequez,Chicacao,1-69334-274-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,584,3116,10/28/2020,angela Cruz,Izabal,Livingston,1-164-07953-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,247,3833,12/29/2020,Ernesto Hernandez,Alta Verapaz,Tucuru,1-314-67510-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,945,5711,2/16/2020,Sebastian Castro,Peten,Flores,0-7361-0955-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,874,3179,9/18/2020,Enrique Gomez,Solola,Solola,0-666-73718-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,205,6281,4/21/2020,Rafael Vargas,San Marcos,San Pedro Sacatepequez,0-15-471092-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,707,639,4/26/2020,Juana Ponce,Peten,Santa Elena,0-07-522912-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,100,5636,9/28/2020,Simon Torres,Izabal,Morales,1-69029-148-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,472,7631,8/15/2020,Salvador Medina,Jalapa,San Luis Jilotepeque,1-06-656067-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,791,3240,1/19/2020,Sofia Ramos,Solola,Solola,1-85903-213-3
