Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,868,7203,7/29/2022,Luisa Soto,Totonicapan,Momostenango,1-382-57186-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,941,7444,1/27/2022,Claudia Diaz,Sacatepequez,Sumpango,0-602-99257-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,316,5390,3/15/2022,Lorena Espinoza,Retalhuleu,San Felipe,1-01-237539-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,282,5164,7/29/2022,Cecilia Hernandez,San Marcos,Concepcion Tutuapa,1-65294-661-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,521,7471,7/8/2022,Carmen Ibarra,Santa Rosa,San Juan Tecuaco,1-385-44016-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,387,4589,5/6/2022,Isabel Chavez,Huehuetenango,San Juan Atitan,1-307-30929-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,585,1948,5/2/2022,Carmen Sanchez,Solola,San Juan La Laguna,0-663-43501-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,777,5083,2/5/2022,Ines Silva,Sacatepequez,Antigua Guatemala,1-173-47721-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,921,3495,4/25/2022,Ricardo Pacheco,Baja Verapaz,Purulha,0-03-796602-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,886,6188,4/29/2022,Cristian Rojas,Retalhuleu,Retalhuleu,0-350-15920-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,721,3047,9/8/2022,Eduardo Espinoza,Alta Verapaz,Tucuru,0-479-59475-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,775,4152,9/12/2022,Luisa Molina,Peten,Poptun,0-541-12781-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,999,5413,8/4/2022,Valeria Chavez,Izabal,Livingston,1-4852-7810-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,217,6025,7/5/2022,Claudia Fernandez,El Progreso,San Antonio La Paz,0-9791129-1-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,449,5543,11/13/2022,Ramon Pacheco,Huehuetenango,Huehuetenango,1-275-19302-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,398,6364,5/23/2022,Emilio Guerrero,Quiche,Santo Tomas Chichicastenango,1-61875-377-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,984,2388,11/7/2022,Gabriela Vega,Peten,Sayaxche,1-9774-4410-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,205,6411,1/7/2022,Arturo Vargas,Huehuetenango,San Pedro Necta,0-9909293-6-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,554,2106,12/26/2022,Raul Paredes,Escuintla,Palin,1-4982-3823-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,900,7532,9/9/2022,Estela Vazquez,Jutiapa,Asuncion Mita,0-413-86694-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,252,7796,1/28/2022,Salvador Hernandez,Chimaltenango,San Martin Jilotepeque,0-8481-0128-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,545,7064,1/27/2022,Adrian Salazar,Jutiapa,Jutiapa,0-324-05691-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,813,2580,2/5/2022,Estela Pacheco,Totonicapan,San Bartolo,1-70519-381-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,908,5805,1/10/2022,Julio Alvarez,Baja Verapaz,Salama,1-299-91995-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,219,6706,7/2/2022,Juana Molina,Guatemala,Santa Catarina Pinula,0-86899-922-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,593,2895,6/24/2022,Andres Cabrera,Jutiapa,Agua Blanca,0-12-547139-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,246,5199,8/26/2022,Gabriela Jimenez,Izabal,Los Amates,0-358-28666-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,497,7013,5/4/2022,Ernesto Navarro,Escuintla,Escuintla,1-74096-400-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,883,1027,12/9/2022,Pedro Ramirez,Izabal,Puerto Barrios,0-09-946306-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,764,863,6/12/2022,Marcos Vega,Alta Verapaz,Tucuru,0-86470-522-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,333,1000,2/4/2022,Esteban Garcia,Zacapa,Teculutan,1-57666-123-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,872,844,7/20/2022,Marcelo Hernandez,Santa Rosa,Santa Maria Ixhuatan,0-13-692724-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,498,7535,8/6/2022,Gloria Guzman,El Progreso,San Agustin Acasaguastlan,0-00-797033-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,215,7943,6/4/2022,Pedro Aguilar,Suchitepequez,Mazatenango,0-216-42932-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,457,5944,7/25/2022,Mariana Perez,Retalhuleu,Nuevo San Carlos,1-71926-586-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,323,6837,10/13/2022,Paola Ponce,Chimaltenango,San Martin Jilotepeque,1-930606-90-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,772,7330,9/26/2022,Esperanza Ortiz,Quiche,Santa Cruz del Quiche,0-287-62466-8
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,112,2131,6/13/2022,Eduardo Paredes,El Progreso,Morazan,0-7810-0323-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,306,4874,3/30/2022,Alfredo Velasquez,Zacapa,Zacapa,1-4504-8613-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,259,4986,10/10/2022,Diego Alvarez,Totonicapan,San Andres Xecul,0-7328-7679-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,963,1662,3/10/2022,Pedro Gomez,Izabal,Livingston,1-150-73850-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,751,6518,4/15/2022,Ernesto Aguilar,Baja Verapaz,Rabinal,0-16-034498-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,628,2288,12/21/2022,Antonio Leon,San Marcos,San Marcos,0-8321-9568-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,774,3887,7/18/2022,Sofia Medina,San Marcos,Concepcion Tutuapa,1-928859-12-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,905,3417,10/14/2022,Sandra Flores,Zacapa,Rio Hondo,1-72080-797-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,851,3149,3/21/2022,Raquel Ponce,Huehuetenango,La Democracia,0-943738-68-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,622,4808,11/9/2022,Jose Mendoza,Huehuetenango,Huehuetenango,1-80178-917-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,324,1060,12/11/2022,Alfredo Ramirez,Huehuetenango,Huehuetenango,0-210-46186-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,790,2607,4/27/2022,Felipe Garcia,Alta Verapaz,Tactic,0-396-77003-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,471,6518,5/15/2022,Lucia Alvarez,Izabal,Puerto Barrios,0-531-96724-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,751,4415,4/4/2022,Paola Flores,Peten,Poptun,1-02-361559-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,135,6102,5/25/2022,Hugo Chavez,Retalhuleu,San Felipe,0-7792-9273-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,259,6076,7/25/2022,Jorge Leon,Sacatepequez,Ciudad Vieja,1-387-24980-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,708,548,2/13/2022,Adrian Rojas,Solola,Panajachel,1-61253-906-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,297,7448,9/28/2022,Yolanda Silva,Guatemala,Mixco,1-63935-137-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,706,5882,10/7/2022,Alejandro Leon,Chimaltenango,Comalapa,1-211-19371-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,229,1821,3/21/2022,Roberto Silva,Santa Rosa,Cuilapa,0-612-85749-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,133,2979,5/10/2022,Cecilia Rivera,Chiquimula,Camotan,0-04-456060-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,935,2984,8/18/2022,Manuel Alvarez,Baja Verapaz,Purulha,1-5027-9258-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,317,4570,7/25/2022,Natalia Silva,Zacapa,Rio Hondo,1-02-013334-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,611,1322,6/17/2022,Tomas Romero,San Marcos,San Marcos,1-128-20009-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,883,4696,3/3/2022,Roberto Torres,San Marcos,Concepcion Tutuapa,0-608-73276-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,264,2467,5/13/2022,Mario Romero,Sacatepequez,Jocotenango,0-87593-187-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,419,2080,9/19/2022,Fabiola Perez,Zacapa,Teculutan,0-17-849725-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,286,2788,3/9/2022,Sofia Aguilar,Chiquimula,Esquipulas,1-105-08418-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,287,3626,4/18/2022,Cecilia Torres,Baja Verapaz,Purulha,0-235-18834-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,540,7954,5/24/2022,Rafael Vargas,Jutiapa,Santa Catarina Mita,0-602-55253-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,812,3810,10/18/2022,Andres Martinez,Chiquimula,Chiquimula,0-500-49779-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,661,3561,7/28/2022,Eduardo Campos,Escuintla,Tiquisate,1-71956-522-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,191,7430,3/31/2022,Daniel Martinez,Solola,San Juan La Laguna,1-57567-762-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,696,6974,10/5/2022,Alfredo Guerrero,Izabal,Livingston,0-572-44593-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,458,3535,2/4/2022,Juan Ortiz,Guatemala,Villa Nueva,0-02-213866-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,876,6085,5/20/2022,Esperanza Espinoza,Totonicapan,San Cristobal Totonicapan,1-62608-958-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,312,2015,2/4/2022,Raquel Molina,Zacapa,Teculutan,0-512-01154-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,707,3033,9/2/2022,Lorena Ponce,Totonicapan,San Cristobal Totonicapan,0-538-67605-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,474,2543,8/21/2022,Valeria Ibarra,Sacatepequez,Antigua Guatemala,0-464-48864-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,372,5392,3/2/2022,Elena Garcia,Escuintla,La Gomera,0-503-92593-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,255,4611,11/20/2022,angela Aguilar,Baja Verapaz,Cubulco,1-275-96463-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,915,2550,8/7/2022,Felipe Castillo,Alta Verapaz,Santa Cruz Verapaz,1-317-71283-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,191,7060,12/24/2022,Fernando Rojas,Peten,Sayaxche,1-69946-249-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,663,5192,11/20/2022,Enrique Medina,Escuintla,Escuintla,1-4508-0446-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,897,7702,2/7/2022,Manuel Ramos,Jutiapa,El Progreso,1-07-068933-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,133,973,3/26/2022,Raquel Rodriguez,Escuintla,Escuintla,0-02-316197-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,521,657,9/30/2022,Juana Garcia,Solola,Panajachel,1-76007-932-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,937,3952,3/5/2022,Jorge Cruz,Peten,Sayaxche,1-58726-535-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,203,1964,12/1/2022,Marcos Alvarez,Guatemala,Guatemala City,1-64974-698-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,231,6167,8/15/2022,Raul Flores,Quetzaltenango,San Carlos Sija,1-4423-6284-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,495,1865,7/2/2022,Arturo Perez,Izabal,El Estor,0-18-819866-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,990,4089,10/31/2022,Marcela Velasquez,Santa Rosa,Oratorio,0-604-80227-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,481,5052,7/22/2022,Tomas Romero,Suchitepequez,Mazatenango,1-55812-057-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,771,2729,12/11/2022,Enrique Lopez,Sacatepequez,Jocotenango,1-71313-460-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,810,6994,12/7/2022,Manuel Gomez,Chiquimula,Chiquimula,1-4243-3068-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,898,5012,6/18/2022,Gustavo Soto,Alta Verapaz,Santa Cruz Verapaz,0-930495-18-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,894,510,7/27/2022,Natalia Gonzalez,Chiquimula,Camotan,0-10-751915-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,617,5056,10/20/2022,Veronica Romero,Suchitepequez,San Bernardino,0-7283-9440-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,373,6346,10/8/2022,Valeria Campos,Totonicapan,San Cristobal Totonicapan,1-200-46690-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,755,2892,11/7/2022,Sandra Hernandez,Izabal,Los Amates,0-643-48638-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,578,1702,11/12/2022,Beatriz Jimenez,Baja Verapaz,Rabinal,0-595-96961-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,155,1173,6/23/2022,Ricardo Romero,El Progreso,Guastatoya,0-7076-5318-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,187,4512,10/19/2022,Tomas Lopez,Suchitepequez,Chicacao,1-933452-26-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,225,6421,12/29/2022,Beatriz Diaz,Chimaltenango,Chimaltenango,1-84938-884-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,991,791,2/22/2022,Julio Fernandez,El Progreso,Sanarate,0-435-89418-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,652,713,5/2/2022,Alejandra Rojas,Quetzaltenango,Salcaja,1-880779-63-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,992,1899,5/10/2022,Raul Perez,Chimaltenango,San Martin Jilotepeque,0-611-71972-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,361,582,8/15/2022,Diego Soto,Izabal,Los Amates,1-9739-3981-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,672,4380,12/18/2022,Sofia Jimenez,Guatemala,San Miguel Petapa,0-85225-523-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,611,3019,8/6/2022,Ines Molina,Quiche,Uspantan,0-527-22092-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,343,1726,2/14/2022,Mario Gonzalez,Retalhuleu,San Felipe,1-64404-406-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,172,545,10/27/2022,Beatriz Perez,Solola,San Lucas Toliman,0-08-285428-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,674,1135,4/18/2022,Monica Silva,Quiche,Nebaj,0-08-945983-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,279,6599,5/24/2022,Gustavo Jimenez,Retalhuleu,San Sebastian,0-638-25243-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,945,6485,2/10/2022,Gabriela Cortes,El Progreso,San Antonio La Paz,1-86927-049-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,987,2450,2/6/2022,Antonio Sanchez,Sacatepequez,Sumpango,1-4940-7215-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,496,5905,1/12/2022,Gloria Gomez,Zacapa,Teculutan,0-11-679249-3
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,259,4886,5/29/2022,Gloria Guerrero,Suchitepequez,Mazatenango,1-254-62996-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,717,2797,11/4/2022,Simon Romero,Escuintla,La Gomera,1-4352-4574-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,391,5216,3/30/2022,Susana Acosta,Chimaltenango,Comalapa,0-02-941914-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,836,6667,7/10/2022,Gabriela Ibarra,Guatemala,Villa Nueva,1-4008-6616-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,746,4609,4/11/2022,Luisa Vazquez,Escuintla,Tiquisate,0-416-05926-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,997,4249,1/12/2022,Jorge Paredes,El Progreso,Morazan,0-569-93530-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,740,3973,2/9/2022,Martin Torres,Baja Verapaz,Rabinal,0-448-46671-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,852,6055,4/15/2022,Ramon Flores,El Progreso,Sanarate,0-10-590822-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,124,5154,4/2/2022,Lorena Leon,Solola,Panajachel,1-4022-1775-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,287,5446,10/19/2022,Carlos Torres,Quiche,Nebaj,1-122-17162-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,717,4920,7/9/2022,Sofia Soto,Chiquimula,Concepcion Las Minas,0-04-423218-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,603,7216,2/5/2022,Josefa Hernandez,El Progreso,San Antonio La Paz,0-19-046177-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,692,4351,1/23/2022,Susana Paredes,Escuintla,Tiquisate,0-8411-8372-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,690,3411,3/22/2022,Alonso Ramos,Suchitepequez,Patulul,0-319-14003-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,539,4553,6/17/2022,Josefa Rivera,Jalapa,San Luis Jilotepeque,1-63742-259-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,525,4520,2/18/2022,Mario Pacheco,Escuintla,Santa Lucia Cotzumalguapa,0-8186-8089-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,717,5388,11/18/2022,Raquel Cruz,Jalapa,San Luis Jilotepeque,1-5251-4780-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,243,2449,5/23/2022,Gabriel Castro,El Progreso,Sanarate,0-683-00344-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,768,4684,4/11/2022,Estela Pacheco,San Marcos,Tejutla,1-72743-704-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,254,1104,3/2/2022,Arturo Ramos,Chiquimula,Camotan,0-8064-2467-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,106,4086,5/13/2022,Fabiola Lopez,Chiquimula,Chiquimula,1-79048-746-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,920,6868,9/19/2022,Patricia Silva,Escuintla,Palin,0-8447-4740-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,326,1469,1/6/2022,Elena Molina,Zacapa,Zacapa,1-4487-4080-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,640,3555,12/7/2022,Rafael Rodriguez,San Marcos,San Marcos,1-08-107819-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,716,3974,7/28/2022,Simon Cortes,Solola,Solola,1-229-83223-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,338,4308,4/14/2022,Diana Fernandez,Solola,San Pedro La Laguna,1-55542-535-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,443,6743,12/31/2022,Valeria Ramos,El Progreso,Sanarate,0-03-853920-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,594,1802,3/12/2022,Veronica Salazar,Chiquimula,San Jose La Arada,0-308-70627-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,441,2307,2/3/2022,Raquel Leon,Escuintla,Tiquisate,1-925693-29-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,682,776,5/3/2022,Adrian Ramirez,Santa Rosa,Cuilapa,0-87779-756-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,475,6803,12/20/2022,Sebastian Espinoza,Chimaltenango,Chimaltenango,0-06-547552-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,594,6341,3/30/2022,Claudia Martinez,Jutiapa,Jutiapa,1-114-45066-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,534,2820,2/26/2022,Monica Ponce,Escuintla,Santa Lucia Cotzumalguapa,0-13-474175-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,609,4445,2/2/2022,Hugo Diaz,Jalapa,San Pedro Pinula,1-06-819679-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,882,7562,12/12/2022,Emilio Cortes,El Progreso,San Agustin Acasaguastlan,0-14-920658-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,215,6104,5/18/2022,Eduardo Cabrera,Santa Rosa,Oratorio,0-7601-6260-3
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,220,5366,10/2/2022,Elena Guerrero,Jalapa,Monjas,0-7465-4498-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,151,1409,2/18/2022,Claudia Velasquez,Baja Verapaz,San Jeronimo,0-7488-8741-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,747,3077,8/16/2022,Lorena Acosta,Suchitepequez,Mazatenango,0-565-49664-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,197,1412,3/22/2022,Raquel Diaz,Suchitepequez,Chicacao,0-304-18824-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,879,6440,5/14/2022,Sebastian Medina,Izabal,Puerto Barrios,1-4058-5907-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,537,4103,3/28/2022,Samuel Fernandez,Izabal,Livingston,1-78798-140-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,863,5094,5/7/2022,Estela Molina,Jalapa,San Pedro Pinula,0-450-17123-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,224,5952,11/18/2022,Monica Flores,Guatemala,Mixco,0-10-877862-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,389,778,11/5/2022,Silvia Diaz,Huehuetenango,San Juan Atitan,1-117-01444-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,864,2459,6/19/2022,Fabiola Medina,Jutiapa,El Progreso,0-947771-30-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,787,4714,2/22/2022,Sebastian Castillo,Zacapa,Gualan,1-78777-648-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,609,5480,3/5/2022,Paola Diaz,Chimaltenango,Tecpan Guatemala,0-393-61055-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,182,2701,3/5/2022,Ramon Leon,Izabal,Puerto Barrios,1-233-24476-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,687,2627,8/4/2022,Gabriela Mendoza,Chimaltenango,Tecpan Guatemala,0-484-04058-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,958,5720,7/21/2022,Hugo Medina,Escuintla,Santa Lucia Cotzumalguapa,1-245-76985-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,194,3806,11/11/2022,Alonso Campos,Jutiapa,Agua Blanca,0-8190-6706-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,891,3303,2/25/2022,Andrea Cruz,El Progreso,San Antonio La Paz,1-85789-552-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,781,6633,6/2/2022,Juana Chavez,San Marcos,San Marcos,0-376-99254-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,513,6511,7/20/2022,Emilio Vazquez,Quetzaltenango,Cantel,1-60114-652-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,505,2792,3/13/2022,Natalia Medina,Totonicapan,Momostenango,1-166-39696-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,667,7363,9/14/2022,Pilar Diaz,Zacapa,Zacapa,0-615-93379-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,471,7718,3/21/2022,Gloria Rivera,Santa Rosa,Cuilapa,0-7351-8382-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,505,1601,12/5/2022,Luisa Perez,Zacapa,Teculutan,0-428-84908-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,246,4897,10/20/2022,Lorena Campos,Retalhuleu,Champerico,0-468-84433-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,292,2203,11/30/2022,Aurora Vargas,Totonicapan,Momostenango,0-494-09041-3
